Point,IDT_ms,X_Fuel,X_N2,P,T,Formula_C,n-C9,n-C14,n-C15,n-C18,mono-c-C12,mono-c-C15,poly-c-C14,poly-c-C15,aro-C11,aro-C13,Set
271,1.592,0.64,78.5,9.71,1086.7,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
272,0.754,0.64,78.5,9.77,1138.8,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
273,0.504,0.64,78.5,9.55,1176.8,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Validation
274,0.298,0.64,78.5,9.7,1233.2,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
275,0.104,0.64,78.5,9.69,1330.9,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
276,0.072,0.64,78.5,9.82,1388.7,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Validation
277,0.053,0.64,78.5,9.74,1432.2,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
278,1.572,1.27,78.0,10.41,1066.5,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
279,0.818,1.27,78.0,9.72,1112.2,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
280,0.37,1.27,78.0,9.74,1187.0,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
281,0.134,1.27,78.0,9.8,1288.6,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
282,0.055,1.27,78.0,9.82,1388.8,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
283,1.802,2.5,77.03,10.27,1060.5,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
284,0.902,2.5,77.03,10.16,1106.8,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Validation
285,0.354,2.5,77.03,9.92,1195.9,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
286,0.242,2.5,77.03,9.93,1256.5,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
287,0.124,2.5,77.03,10.56,1329.9,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
288,0.054,2.5,77.03,9.69,1449.5,12.78,2.544717615,0.843574338,1.154685954,0.009204614,1.255678734,0.110133893,0.149410875,0.079287178,0.987662171,0.295406789,Training
289,6.9798,0.59,78.53,10.88,921.5,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
290,3.2174,0.59,78.53,10.88,968.9,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
291,2.0852,0.59,78.53,10.88,1017.8,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
292,0.8717,0.59,78.53,10.88,1084.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
294,0.2536,0.59,78.53,10.88,1237.2,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
296,7.232,0.59,78.53,10.88,785.2,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
297,6.4533,0.59,78.53,10.88,844.1,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
298,6.7579,0.59,78.53,10.88,881.9,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
299,4.25,0.59,78.53,10.88,933.0,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
300,3.2964,0.59,78.53,10.88,952.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
301,0.3403,0.59,78.53,10.88,1161.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
302,2.9961,0.59,78.53,10.88,965.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
303,2.2723,0.59,78.53,10.88,999.8,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
304,0.8375,0.59,78.53,10.88,1066.1,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
305,0.1575,0.59,78.53,10.88,1233.8,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
306,5.7043,1.18,78.07,10.88,773.2,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
307,6.3575,1.18,78.07,10.88,829.0,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
308,4.5319,1.18,78.07,10.88,891.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
309,2.4805,1.18,78.07,10.88,952.1,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
311,0.9814,1.18,78.07,10.88,1047.1,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
312,0.5424,1.18,78.07,10.88,1102.0,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
313,0.3977,1.18,78.07,10.88,1141.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
314,0.2137,1.18,78.07,10.88,1226.5,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
315,4.9193,1.76,77.61,10.88,795.9,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
316,4.3233,1.76,77.61,10.88,749.4,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
317,5.8276,1.76,77.61,10.88,832.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
318,4.9722,1.76,77.61,10.88,883.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
319,1.9295,1.76,77.61,10.88,960.8,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
321,1.1586,1.76,77.61,10.88,1034.9,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
322,0.4712,1.76,77.61,10.88,1109.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
324,10.0378,0.59,88.97,10.88,817.0,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
325,8.8067,0.59,88.97,10.88,864.4,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
326,6.7526,0.59,88.97,10.88,904.5,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
327,6.2996,0.59,88.97,10.88,922.1,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
328,0.5574,0.59,88.97,10.88,1157.0,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
329,3.5289,0.59,88.97,10.88,958.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
330,1.5373,0.59,88.97,10.88,1044.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
331,0.1539,0.59,88.97,10.88,1295.3,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
332,11.0094,0.59,88.97,10.88,901.8,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
333,8.9756,0.59,88.97,10.88,908.8,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
334,4.4196,0.59,88.97,10.88,947.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
335,2.5072,0.59,88.97,10.88,1008.5,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
336,1.0052,0.59,88.97,10.88,1099.5,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
337,0.5186,0.59,88.97,10.88,1185.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
339,0.0827,0.59,88.97,10.88,1397.4,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
340,5.4239,0.59,88.97,10.88,958.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
342,3.8677,0.59,88.97,10.88,1004.5,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
343,2.2017,0.59,88.97,10.88,1059.8,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
344,1.2128,0.59,88.97,10.88,1118.9,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
345,0.6199,0.59,88.97,10.88,1211.9,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
346,0.2564,0.59,88.97,10.88,1335.3,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
347,0.1167,0.59,88.97,10.88,1437.1,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
348,11.3219,0.59,92.45,10.88,900.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
349,7.2795,0.59,92.45,10.88,939.4,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
350,3.3667,0.59,92.45,10.88,1030.8,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
352,1.2998,0.59,92.45,10.88,1129.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
353,2.2588,0.59,92.45,10.88,1065.3,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
354,0.4796,0.59,92.45,10.88,1272.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
355,0.6974,0.59,92.45,10.88,1191.8,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
356,2.968,0.59,92.45,10.88,1039.0,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
357,1.7471,0.59,92.45,10.88,1103.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
358,0.9277,0.59,92.45,10.88,1174.3,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
359,0.3358,0.59,92.45,10.88,1280.4,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
360,0.1929,0.59,92.45,10.88,1372.3,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
361,4.5128,0.59,92.45,10.88,1058.0,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
362,1.9642,0.59,92.45,10.88,1122.3,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Training
363,1.08,0.59,92.45,10.88,1197.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
364,0.5366,0.59,92.45,10.88,1256.5,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
365,0.7992,0.59,92.45,10.88,1251.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
366,0.4074,0.59,92.45,10.88,1329.9,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Validation
116,0.036,0.64,78.5,10.3,1521.3,11.153,1.022847159,0.898999666,0.160814737,0.003741824,3.894257905,0.233603857,1.86637469,0.471071417,0.135860155,0.686735022,Test
159,0.05,2.5,77.03,9.91,1493.8,11.237,1.470850995,1.239943509,0.361005011,0.008540586,4.032195763,0.395770795,1.75017473,0.503022943,0.19329253,0.610733767,Test
142,0.054,0.64,78.5,10.04,1502.8,11.237,1.470850995,1.239943509,0.361005011,0.008540586,4.032195763,0.395770795,1.75017473,0.503022943,0.19329253,0.610733767,Test
253,0.064,2.5,77.02,10.32,1419.0,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Test
168,0.073,0.61,78.52,3.06,1513.3,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Test
8,0.084,0.61,78.52,2.16,1501.0,11.09,1.917346145,1.587329303,0.535539797,0.011447213,6.728348951,1.73157586,0.771341583,0.289584147,1.409193067,0.686978125,Test
238,0.099,1.27,78.0,10.2,1361.5,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Test
167,0.114,0.61,78.52,3.01,1451.9,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Test
34,0.126,1.25,78.01,9.91,1290.0,11.09,1.917346145,1.587329303,0.535539797,0.011447213,6.728348951,1.73157586,0.771341583,0.289584147,1.409193067,0.686978125,Test
129,0.148,2.5,77.03,9.73,1285.1,11.153,1.022847159,0.898999666,0.160814737,0.003741824,3.894257905,0.233603857,1.86637469,0.471071417,0.135860155,0.686735022,Test
295,0.1686,0.59,78.53,10.88,1301.4,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Test
263,0.174,1.27,78.0,9.92,1295.5,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Test
338,0.2088,0.59,88.97,10.88,1302.0,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Test
323,0.2169,1.76,77.61,10.88,1225.8,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Test
121,0.246,1.27,78.0,9.48,1221.8,11.153,1.022847159,0.898999666,0.160814737,0.003741824,3.894257905,0.233603857,1.86637469,0.471071417,0.135860155,0.686735022,Test
112,0.272,0.64,78.5,10.01,1230.4,11.153,1.022847159,0.898999666,0.160814737,0.003741824,3.894257905,0.233603857,1.86637469,0.471071417,0.135860155,0.686735022,Test
243,0.299,2.5,77.02,2.96,1313.4,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Test
111,0.372,0.64,78.5,9.81,1190.0,11.153,1.022847159,0.898999666,0.160814737,0.003741824,3.894257905,0.233603857,1.86637469,0.471071417,0.135860155,0.686735022,Test
184,0.396,1.25,78.01,2.97,1293.7,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Test
74,0.467,1.3,77.98,1.93,1282.0,11.3,0.749021067,0.89719832,0.076294116,0.0,6.158590143,0.156115339,3.107687167,0.045571229,0.071082137,0.351889773,Test
214,0.51,0.64,78.5,3.05,1259.3,11.44,0.474834098,1.983831688,0.87884685,0.0,0.183167895,0.017747095,0.003693216,0.0,0.002724768,0.0,Test
293,0.5217,0.59,78.53,10.88,1147.6,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Test
109,0.624,0.64,78.5,9.81,1147.1,11.153,1.022847159,0.898999666,0.160814737,0.003741824,3.894257905,0.233603857,1.86637469,0.471071417,0.135860155,0.686735022,Test
72,0.661,1.3,77.98,2.02,1206.8,11.3,0.749021067,0.89719832,0.076294116,0.0,6.158590143,0.156115339,3.107687167,0.045571229,0.071082137,0.351889773,Test
102,0.731,2.56,76.98,10.65,1075.0,11.3,0.749021067,0.89719832,0.076294116,0.0,6.158590143,0.156115339,3.107687167,0.045571229,0.071082137,0.351889773,Test
162,0.848,0.61,78.52,3.01,1202.1,11.09,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Test
255,0.959,0.64,78.5,10.5,1122.4,13.52,2.861791684,0.719549468,1.681708868,0.013712234,0.187642919,0.138090171,0.1152694,0.11863955,0.0,0.005213248,Test
51,1.063,0.65,78.48,1.95,1185.7,11.3,0.749021067,0.89719832,0.076294116,0.0,6.158590143,0.156115339,3.107687167,0.045571229,0.071082137,0.351889773,Test
143,1.128,1.27,78.0,10.55,1072.3,11.237,1.470850995,1.239943509,0.361005011,0.008540586,4.032195763,0.395770795,1.75017473,0.503022943,0.19329253,0.610733767,Test
69,1.335,1.3,77.98,2.06,1115.5,11.3,0.749021067,0.89719832,0.076294116,0.0,6.158590143,0.156115339,3.107687167,0.045571229,0.071082137,0.351889773,Test
81,1.493,1.3,77.98,10.69,1028.1,11.3,0.749021067,0.89719832,0.076294116,0.0,6.158590143,0.156115339,3.107687167,0.045571229,0.071082137,0.351889773,Test
310,1.6625,1.18,78.07,10.88,996.1,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Test
320,2.3592,1.76,77.61,10.88,962.7,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Test
27,2.746,1.25,78.01,10.7,922.2,11.09,1.917346145,1.587329303,0.535539797,0.011447213,6.728348951,1.73157586,0.771341583,0.289584147,1.409193067,0.686978125,Test
351,5.1542,0.59,92.45,10.88,979.0,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Test
341,11.4041,0.59,88.97,10.88,907.0,11.82,1.684949357,1.023221173,0.059520731,0.0,5.091725497,0.022388021,0.198154639,0.0,3.768732341,0.832154086,Test
